54027 silly lifecycle debug@4.1.1~preinstall: no script for preinstall, continuing
59165 silly linkStuff fs-extra@7.0.1 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
59166 silly linkStuff fs-extra@7.0.1 is part of a global install
59167 silly linkStuff fs-extra@7.0.1 is installed into a global node_modules
59168 verbose linkBins fs-extra@7.0.1
59169 verbose linkMans fs-extra@7.0.1
59170 silly build unpipe@1.0.0
59171 info linkStuff unpipe@1.0.0
59172 silly linkStuff unpipe@1.0.0 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
59173 silly linkStuff unpipe@1.0.0 is part of a global install
59174 silly linkStuff unpipe@1.0.0 is installed into a global node_modules
59175 verbose linkBins unpipe@1.0.0
59176 verbose linkMans unpipe@1.0.0
59177 silly build raw-body@2.3.3
59178 info linkStuff raw-body@2.3.3
59179 silly linkStuff raw-body@2.3.3 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
59180 silly linkStuff raw-body@2.3.3 is part of a global install
59181 silly linkStuff raw-body@2.3.3 is installed into a global node_modules
59182 verbose linkBins raw-body@2.3.3
59183 verbose linkMans raw-body@2.3.3
59184 silly build body-parser@1.18.3
59185 info linkStuff body-parser@1.18.3
59186 silly linkStuff body-parser@1.18.3 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
59187 silly linkStuff body-parser@1.18.3 is part of a global install
59188 silly linkStuff body-parser@1.18.3 is installed into a global node_modules
59189 verbose linkBins body-parser@1.18.3
59190 verbose linkMans body-parser@1.18.3
59191 silly build finalhandler@1.1.1
59192 info linkStuff finalhandler@1.1.1
59193 silly linkStuff finalhandler@1.1.1 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
59194 silly linkStuff finalhandler@1.1.1 is part of a global install
59195 silly linkStuff finalhandler@1.1.1 is installed into a global node_modules
59196 verbose linkBins finalhandler@1.1.1
59197 verbose linkMans finalhandler@1.1.1
59198 silly build isobject@2.1.0
59199 info linkStuff isobject@2.1.0
59200 silly linkStuff isobject@2.1.0 has /usr/local/lib/node_modules/@vue/cli/node_modules/unset-value/node_modules/has-value/node_modules as its parent node_modules
59201 silly linkStuff isobject@2.1.0 is part of a global install
59202 silly linkStuff isobject@2.1.0 is installed into a global node_modules
59203 verbose linkBins isobject@2.1.0
59204 verbose linkMans isobject@2.1.0
59205 silly build has-values@0.1.4
59206 info linkStuff has-values@0.1.4
59207 silly linkStuff has-values@0.1.4 has /usr/local/lib/node_modules/@vue/cli/node_modules/unset-value/node_modules as its parent node_modules
59208 silly linkStuff has-values@0.1.4 is part of a global install
59209 silly linkStuff has-values@0.1.4 is installed into a global node_modules
59210 verbose linkBins has-values@0.1.4
59211 verbose linkMans has-values@0.1.4
59212 silly build has-value@0.3.1
59213 info linkStuff has-value@0.3.1
59214 silly linkStuff has-value@0.3.1 has /usr/local/lib/node_modules/@vue/cli/node_modules/unset-value/node_modules as its parent node_modules
59215 silly linkStuff has-value@0.3.1 is part of a global install
59216 silly linkStuff has-value@0.3.1 is installed into a global node_modules
59217 verbose linkBins has-value@0.3.1
59218 verbose linkMans has-value@0.3.1
59219 silly build unset-value@1.0.0
59220 info linkStuff unset-value@1.0.0
59221 silly linkStuff unset-value@1.0.0 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
59222 silly linkStuff unset-value@1.0.0 is part of a global install
59223 silly linkStuff unset-value@1.0.0 is installed into a global node_modules
59224 verbose linkBins unset-value@1.0.0
59225 verbose linkMans unset-value@1.0.0
59226 silly build cache-base@1.0.1
59227 info linkStuff cache-base@1.0.1
59228 silly linkStuff cache-base@1.0.1 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
59229 silly linkStuff cache-base@1.0.1 is part of a global install
59230 silly linkStuff cache-base@1.0.1 is installed into a global node_modules
59231 verbose linkBins cache-base@1.0.1
59232 verbose linkMans cache-base@1.0.1
59233 silly build base@0.11.2
59234 info linkStuff base@0.11.2
59235 silly linkStuff base@0.11.2 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
59236 silly linkStuff base@0.11.2 is part of a global install
59237 silly linkStuff base@0.11.2 is installed into a global node_modules
59238 verbose linkBins base@0.11.2
59239 verbose linkMans base@0.11.2
59240 silly build unzip-response@2.0.1
59241 info linkStuff unzip-response@2.0.1
59242 silly linkStuff unzip-response@2.0.1 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
59243 silly linkStuff unzip-response@2.0.1 is part of a global install
59244 silly linkStuff unzip-response@2.0.1 is installed into a global node_modules
59245 verbose linkBins unzip-response@2.0.1
59246 verbose linkMans unzip-response@2.0.1
59247 silly build upath@1.1.2
59248 info linkStuff upath@1.1.2
59249 silly linkStuff upath@1.1.2 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
59250 silly linkStuff upath@1.1.2 is part of a global install
59251 silly linkStuff upath@1.1.2 is installed into a global node_modules
59252 verbose linkBins upath@1.1.2
59253 verbose linkMans upath@1.1.2
59254 silly build uri-js@4.2.2
59255 info linkStuff uri-js@4.2.2
59256 silly linkStuff uri-js@4.2.2 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
59257 silly linkStuff uri-js@4.2.2 is part of a global install
59258 silly linkStuff uri-js@4.2.2 is installed into a global node_modules
59259 verbose linkBins uri-js@4.2.2
59260 verbose linkMans uri-js@4.2.2
59261 silly build ajv@6.10.0
59262 info linkStuff ajv@6.10.0
59263 silly linkStuff ajv@6.10.0 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
59264 silly linkStuff ajv@6.10.0 is part of a global install
59265 silly linkStuff ajv@6.10.0 is installed into a global node_modules
59266 verbose linkBins ajv@6.10.0
59267 verbose linkMans ajv@6.10.0
59268 silly build har-validator@5.1.3
59269 info linkStuff har-validator@5.1.3
59270 silly linkStuff har-validator@5.1.3 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
59271 silly linkStuff har-validator@5.1.3 is part of a global install
59272 silly linkStuff har-validator@5.1.3 is installed into a global node_modules
59273 verbose linkBins har-validator@5.1.3
59274 verbose linkMans har-validator@5.1.3
59275 silly build urix@0.1.0
59276 info linkStuff urix@0.1.0
59277 silly linkStuff urix@0.1.0 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
59278 silly linkStuff urix@0.1.0 is part of a global install
59279 silly linkStuff urix@0.1.0 is installed into a global node_modules
59280 verbose linkBins urix@0.1.0
59281 verbose linkMans urix@0.1.0
59282 silly build source-map-resolve@0.5.2
59283 info linkStuff source-map-resolve@0.5.2
59284 silly linkStuff source-map-resolve@0.5.2 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
59285 silly linkStuff source-map-resolve@0.5.2 is part of a global install
59286 silly linkStuff source-map-resolve@0.5.2 is installed into a global node_modules
59287 verbose linkBins source-map-resolve@0.5.2
59288 verbose linkMans source-map-resolve@0.5.2
59289 silly build url-parse-lax@1.0.0
59290 info linkStuff url-parse-lax@1.0.0
59291 silly linkStuff url-parse-lax@1.0.0 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
59292 silly linkStuff url-parse-lax@1.0.0 is part of a global install
59293 silly linkStuff url-parse-lax@1.0.0 is installed into a global node_modules
59294 verbose linkBins url-parse-lax@1.0.0
59295 verbose linkMans url-parse-lax@1.0.0
59296 silly build got@6.7.1
59297 info linkStuff got@6.7.1
59298 silly linkStuff got@6.7.1 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
59299 silly linkStuff got@6.7.1 is part of a global install
59300 silly linkStuff got@6.7.1 is installed into a global node_modules
59301 verbose linkBins got@6.7.1
59302 verbose linkMans got@6.7.1
59303 silly build package-json@4.0.1
59304 info linkStuff package-json@4.0.1
59305 silly linkStuff package-json@4.0.1 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
59306 silly linkStuff package-json@4.0.1 is part of a global install
59307 silly linkStuff package-json@4.0.1 is installed into a global node_modules
59308 verbose linkBins package-json@4.0.1
59309 verbose linkMans package-json@4.0.1
59310 silly build latest-version@3.1.0
59311 info linkStuff latest-version@3.1.0
59312 silly linkStuff latest-version@3.1.0 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
59313 silly linkStuff latest-version@3.1.0 is part of a global install
59314 silly linkStuff latest-version@3.1.0 is installed into a global node_modules
59315 verbose linkBins latest-version@3.1.0
59316 verbose linkMans latest-version@3.1.0
59317 silly build url-to-options@1.0.1
59318 info linkStuff url-to-options@1.0.1
59319 silly linkStuff url-to-options@1.0.1 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
59320 silly linkStuff url-to-options@1.0.1 is part of a global install
59321 silly linkStuff url-to-options@1.0.1 is installed into a global node_modules
59322 verbose linkBins url-to-options@1.0.1
59323 verbose linkMans url-to-options@1.0.1
59324 silly build caw@2.0.1
59325 info linkStuff caw@2.0.1
59326 silly linkStuff caw@2.0.1 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
59327 silly linkStuff caw@2.0.1 is part of a global install
59328 silly linkStuff caw@2.0.1 is installed into a global node_modules
59329 verbose linkBins caw@2.0.1
59330 verbose linkMans caw@2.0.1
59331 silly build use@3.1.1
59332 info linkStuff use@3.1.1
59333 silly linkStuff use@3.1.1 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
59334 silly linkStuff use@3.1.1 is part of a global install
59335 silly linkStuff use@3.1.1 is installed into a global node_modules
59336 verbose linkBins use@3.1.1
59337 verbose linkMans use@3.1.1
59338 silly build snapdragon@0.8.2
59339 info linkStuff snapdragon@0.8.2
59340 silly linkStuff snapdragon@0.8.2 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
59341 silly linkStuff snapdragon@0.8.2 is part of a global install
59342 silly linkStuff snapdragon@0.8.2 is installed into a global node_modules
59343 verbose linkBins snapdragon@0.8.2
59344 verbose linkMans snapdragon@0.8.2
59345 silly build nanomatch@1.2.13
59346 info linkStuff nanomatch@1.2.13
59347 silly linkStuff nanomatch@1.2.13 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
59348 silly linkStuff nanomatch@1.2.13 is part of a global install
59349 silly linkStuff nanomatch@1.2.13 is installed into a global node_modules
59350 verbose linkBins nanomatch@1.2.13
59351 verbose linkMans nanomatch@1.2.13
59352 silly build expand-brackets@2.1.4
59353 info linkStuff expand-brackets@2.1.4
59354 silly linkStuff expand-brackets@2.1.4 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
59355 silly linkStuff expand-brackets@2.1.4 is part of a global install
59356 silly linkStuff expand-brackets@2.1.4 is installed into a global node_modules
59357 verbose linkBins expand-brackets@2.1.4
59358 verbose linkMans expand-brackets@2.1.4
59359 silly build extglob@2.0.4
59360 info linkStuff extglob@2.0.4
59361 silly linkStuff extglob@2.0.4 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
59362 silly linkStuff extglob@2.0.4 is part of a global install
59363 silly linkStuff extglob@2.0.4 is installed into a global node_modules
59364 verbose linkBins extglob@2.0.4
59365 verbose linkMans extglob@2.0.4
59366 silly build braces@2.3.2
59367 info linkStuff braces@2.3.2
59368 silly linkStuff braces@2.3.2 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
59369 silly linkStuff braces@2.3.2 is part of a global install
59370 silly linkStuff braces@2.3.2 is installed into a global node_modules
59371 verbose linkBins braces@2.3.2
59372 verbose linkMans braces@2.3.2
59373 silly build micromatch@3.1.10
59374 info linkStuff micromatch@3.1.10
59375 silly linkStuff micromatch@3.1.10 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
59376 silly linkStuff micromatch@3.1.10 is part of a global install
59377 silly linkStuff micromatch@3.1.10 is installed into a global node_modules
59378 verbose linkBins micromatch@3.1.10
59379 verbose linkMans micromatch@3.1.10
59380 silly build fast-glob@2.2.6
59381 info linkStuff fast-glob@2.2.6
59382 silly linkStuff fast-glob@2.2.6 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
59383 silly linkStuff fast-glob@2.2.6 is part of a global install
59384 silly linkStuff fast-glob@2.2.6 is installed into a global node_modules
59385 verbose linkBins fast-glob@2.2.6
59386 verbose linkMans fast-glob@2.2.6
59387 silly build anymatch@2.0.0
59388 info linkStuff anymatch@2.0.0
59389 silly linkStuff anymatch@2.0.0 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
59390 silly linkStuff anymatch@2.0.0 is part of a global install
59391 silly linkStuff anymatch@2.0.0 is installed into a global node_modules
59392 verbose linkBins anymatch@2.0.0
59393 verbose linkMans anymatch@2.0.0
59394 silly build util-deprecate@1.0.2
59395 info linkStuff util-deprecate@1.0.2
59396 silly linkStuff util-deprecate@1.0.2 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
59397 silly linkStuff util-deprecate@1.0.2 is part of a global install
59398 silly linkStuff util-deprecate@1.0.2 is installed into a global node_modules
59399 verbose linkBins util-deprecate@1.0.2
59400 verbose linkMans util-deprecate@1.0.2
59401 silly build readable-stream@2.3.6
59402 info linkStuff readable-stream@2.3.6
59403 silly linkStuff readable-stream@2.3.6 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
59404 silly linkStuff readable-stream@2.3.6 is part of a global install
59405 silly linkStuff readable-stream@2.3.6 is installed into a global node_modules
59406 verbose linkBins readable-stream@2.3.6
59407 verbose linkMans readable-stream@2.3.6
59408 silly build readdirp@2.2.1
59409 info linkStuff readdirp@2.2.1
59410 silly linkStuff readdirp@2.2.1 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
59411 silly linkStuff readdirp@2.2.1 is part of a global install
59412 silly linkStuff readdirp@2.2.1 is installed into a global node_modules
59413 verbose linkBins readdirp@2.2.1
59414 verbose linkMans readdirp@2.2.1
59415 silly build chokidar@2.1.5
59416 info linkStuff chokidar@2.1.5
59417 silly linkStuff chokidar@2.1.5 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
59418 silly linkStuff chokidar@2.1.5 is part of a global install
59419 silly linkStuff chokidar@2.1.5 is installed into a global node_modules
59420 verbose linkBins chokidar@2.1.5
59421 verbose linkMans chokidar@2.1.5
59422 silly build from2@2.3.0
59423 info linkStuff from2@2.3.0
59424 silly linkStuff from2@2.3.0 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
59425 silly linkStuff from2@2.3.0 is part of a global install
